	T1	T2	T3	T4	T5
cytokine_33	0.121842057532518	0.13752746946528	0.0259505813913088	0.163967272392798	0.326001560090237
cytokine_34	-0.124493591596599	-0.26836463420025	-0.292935007481862	-0.106607737016756	-0.212625412739149
cytokine_35	-0.332810961813028	-0.328712032563116	-0.235730904702632	-0.392454967443262	-0.467735774798004
cytokine_36	0.130599257046262	0.183167356408286	0.236383761474474	0.197715509653079	0.175193156432565
cytokine_37	-0.328706213509257	-0.186273254925166	-0.182333643203703	-0.475769772846194	-0.316794563103907
cytokine_38	-0.17964433853399	-0.195252382387709	0.145979686327096	-0.154938687261391	0.0582616701049159
cytokine_39	-0.253264396516135	-0.225648795106232	-0.145253855072459	-0.248012909285812	-0.161840803691876
cytokine_40	-0.18228199414739	-0.168132332704681	-0.238398799693273	0.331006820326116	0.105919046719227
cytokine_41	-0.358648721362653	-0.211412050286357	-0.289129026848559	0.0709715471154525	0.144093824378801
cytokine_42	0.162658015173027	0.0798637563420683	-0.334593478110056	-0.0467733597832377	-0.112822042655219
cytokine_43	-0.128126311868845	-0.165022785820453	0.148386344404552	-0.0322252834807558	0.116196585378298
cytokine_44	-0.226158211209577	-0.273612432059733	-0.0934147941623569	-0.286841434420196	-0.182148493650103
cytokine_45	0.189259437221618	0.225924409760039	0.212296418985887	0.279757937612239	0.242493339066035
cytokine_46	-0.189493011119041	-0.205596776968283	0.140300181989306	-0.0979344419148967	0.0802992838566011
cytokine_47	-0.268822805217305	-0.174911460068046	-0.195666518802711	0.232814137081453	0.012781222077678
cytokine_48	-0.0136094760659729	0.152115269705725	0.138676122421985	0.135793750679569	0.114173925088385
cytokine_49	-0.339251822988447	-0.173305295155645	-0.104108664336736	-0.0112956657387921	-0.114636743941193
cytokine_50	0.14050200062121	0.559373617521072	0.564162981882569	-0.0627121987512332	-0.0706154526370143
cytokine_51	-0.222769713721218	-0.179310968250201	-0.139386989355153	-0.593985311262362	-0.261499606803727
cytokine_52	-0.179406167023723	0.338627839621524	0.0728471560612545	-0.394050754232491	-0.120959495127369
cytokine_53	0.167648266996507	0.416746333281664	0.360044218597908	0.129094315065584	0.234220994079442
cytokine_54	-0.0924953691606283	-0.293951119234191	-0.287388784358521	0.439382349553327	0.268449376887795
cytokine_55	-0.203426656026361	-0.184161359497198	-0.159530839550715	-0.290078433839078	-0.153363385457635
cytokine_56	0.026819144197232	0.0618637421712424	0.170001190749137	-0.284492352046932	0.152430306667729
cytokine_57	-0.337504786106477	-0.188447573007623	0.103142842886523	-0.41727491361708	-0.264860017000154
cytokine_58	-0.279062239875362	-0.162417550616301	-0.169365626200114	-0.400501323728321	-0.206997627469916
cytokine_59	-0.0120767623156401	0.0717659049662675	0.0743385115350082	-0.321547372602413	0.042079371382305
cytokine_60	-0.0342411734560064	0.100433857687712	0.14419272346295	-0.212258069313813	0.00932354840453405
cytokine_61	-0.200914599422422	-0.108624139176982	-0.00991020998684719	-0.434013900478619	-0.188820868830745
cytokine_62	-0.0515065919254966	-0.105730443053737	-0.272573284286884	-0.00194451884374463	-0.297462147507393
cytokine_63	-0.055616167496793	0.17457908431842	0.185252775127132	-0.347646771569692	0.284073404191413
cytokine_64	-0.0240036978987409	0.140378451220792	0.172333924646275	-0.375481710973306	0.0340555575510306
cytokine_65	-0.241881995635066	-0.161847567030354	-0.0690337866146496	-0.41432604707632	-0.170632758968219
cytokine_66	-0.292546628317372	-0.318375123265073	-0.496075234041829	-0.399438478665248	-0.447129540755574
cytokine_67	-0.409462131238288	-0.270384844114553	-0.484808036162321	-0.750811607263893	-0.713159668006137
cytokine_68	0.00191299886581802	-0.137049191562593	0.039555161057564	-0.145979400504466	-0.148819312568026
cytokine_69	-0.0214112124330734	-0.294201080626055	-0.323108498564745	0.309380259644217	0.0933030281683502
cytokine_70	0.0133450979098324	0.0961193319467969	-0.0466270790990253	-0.365242316065673	-0.232571916020985
cytokine_71	0.139180552794527	0.368719133811367	0.346555889516691	0.0821668984788942	0.158873337755698
cytokine_72	-0.136640952142397	0.0187159301577127	0.0215573099500626	-0.0259075030663992	0.0730532754580389
cytokine_73	-0.135222710024493	-0.0972878851597205	-0.114519340783577	0.0351558640152656	-0.12016177997252
cytokine_74	-0.0987301004453105	0.0559007534294092	0.11596775733561	0.120618267734898	-0.311680185766297
cytokine_75	-0.139325935545838	-0.35729016539213	-0.388265607139158	-0.121794903976474	-0.321480802189791
cytokine_76	-0.0594622173150132	-0.078064891758717	0.0463141888971206	-0.416007986025298	-0.552552543174399
cytokine_77	-0.230631337427159	-0.162352109422014	-0.461136934890339	-0.10925627109728	-0.221996046770861
cytokine_78	-0.178691416983345	-0.167897648831225	-0.068860071729917	-0.105590993042812	0.0422036778054998
cytokine_79	-0.344686272585771	-0.328512726821714	-0.459677866926015	-0.446891566584999	-0.480500023939241
cytokine_80	0.0709482162586543	0.11877600327839	-0.00527131076795668	-0.260044421781469	-0.110088711422555
lipid_1	0.616500180721583	0.5334591334348	-0.334185293569757	0.0116471097056794	0.0453697498242715
lipid_2	0.36883526558478	0.179578521946764	-0.545908626381475	-0.11357829197709	0.188479173882452
lipid_3	-0.064970887399872	-0.342256625372206	-0.577743206829854	-0.206881163308496	0.00188805781374007
lipid_4	-0.116155980349884	-0.102681670189693	-0.401593442894213	-0.257444293440507	0.0724135331184474
lipid_5	-0.12055010268779	0.0480160919452127	-0.407910638535095	-0.33387497747116	-0.0645233146160702
lipid_6	-0.22652260131085	-0.199767771467308	-0.614754710836523	-0.3976838640211	-0.0999334931957827
lipid_7	-0.15257491731803	-0.2663501804419	-0.454417162079614	-0.129360624049259	0.175216912953256
lipid_8	-0.211629444388548	-0.0428826818632577	-0.46354509741593	-0.326901518464615	-0.0263197459002157
lipid_9	-0.253050636031868	0.0325694051138756	-0.470799329426198	-0.423592923053666	-0.173557324031646
lipid_10	-0.224598722880495	0.0954715763489631	-0.521495206567639	-0.36900664578285	-0.183274154516158
lipid_11	0.688547395697323	-0.0322437518803175	-0.302534013546808	0.0599013360618921	-0.0542826467039912
lipid_12	0.0520384117665929	0.0945643259488745	-0.617075880076975	-0.201570058174297	-0.217774815627873
lipid_13	-0.0960667882152924	0.289179818455979	-0.349527170981475	-0.286028994199142	-0.207349062047469
lipid_14	0.00378255215785524	0.377352266243542	-0.399449656581719	-0.339659736379182	-0.236810797015265
lipid_15	-0.279687633001075	-0.0288496731948715	-0.491480033096808	-0.417201544038726	-0.197221347229309
lipid_16	-0.26251294996184	0.000651722479006872	-0.389493653863551	-0.440370879646654	-0.263982713748344
lipid_17	-0.23151052932115	0.132067825130742	-0.193140707597905	-0.352715935002173	-0.195587441455023
lipid_18	0.320059521531797	0.350224982479791	-0.281213591766799	0.0976315332876785	0.25072851302833
lipid_19	-0.0228046668893595	0.121751734924908	-0.576051386626748	-0.428825431010658	-0.215406331777888
lipid_20	-0.0607674873265438	0.134174861849387	-0.400888095802845	-0.296669865491218	-0.313146022353533
lipid_21	-0.243164365953144	0.144350575768531	-0.462289190488886	-0.301670983661948	-0.0971222547142437
lipid_22	-0.196819155616338	0.141587120347023	-0.223181383282001	-0.363556845260942	-0.102002791604999
lipid_23	-0.107787834669295	-0.0984071464172507	-0.135628357318199	-0.335416317911227	-0.131317900157767
lipid_24	-0.342818589130445	-0.213853298069763	-0.360632829757949	-0.400458648690287	-0.25136793341818
lipid_25	-0.290453086427685	-0.547919737670035	-0.134282129135807	-0.244346269357711	-0.0566869975256844
lipid_26	-0.422416030330037	-0.307785117682023	-0.452223695326229	-0.431851370661946	-0.223288496606937
lipid_27	-0.396008760769526	-0.395591328856375	-0.648015354547244	-0.325239820712737	-0.164126524856733
lipid_28	-0.282700386232587	-0.182911402409531	0.198520456492038	-0.210332246194126	-0.144040459554196
lipid_29	-0.332794168187263	-0.309524503690298	-0.709003807180782	-0.344583400188014	-0.161992738733863
lipid_30	-0.332268089466248	-0.0819820190781832	-0.435930845228568	-0.394630134965702	-0.183063144958098
lipid_31	-0.022696606063908	0.313850181521746	-0.385790152776798	-0.43508794642142	-0.306558115062065
lipid_32	0.1430347481998	0.125643409020069	-0.218626847649381	-0.37666765501464	-0.1734912408028
lipid_33	-0.0390396350209836	0.819032086011974	-0.377951664491487	-0.280003729244233	-0.168755850200249
lipid_34	0.00729683606270273	0.188623350913635	-0.523829100485203	-0.370416916318024	-0.159421704519294
lipid_35	-0.195953691595561	0.304070986987237	-0.584036680000034	-0.160773188572862	-0.106782628445082
lipid_36	0.0206098012649644	0.407436358733033	-0.600270568984999	-0.0916413940801096	-0.06110985561354
lipid_37	0.0438742617552142	0.291234809276218	-0.409880699207719	-0.601900167989421	-0.110080646182292
lipid_38	-0.205657152281084	-0.31210050867617	-0.590513653496409	-0.289796799718634	-0.0993979293167748
lipid_39	0.136576237675353	0.279206085502205	-0.249060093736583	-0.542184994234392	0.0200469748113187
lipid_40	-0.253729135155011	-0.205378751217939	-0.435328978532481	-0.333999135300003	-0.191204908282902
lipid_41	-0.189465426306114	-0.242738751641135	-0.407599334560893	-0.370359828833886	-0.180865077455266
lipid_42	0.191854612304185	0.324552745197069	-0.632831676408517	0.0317648445228127	0.0870576368903838
lipid_43	-0.130400741343718	-0.385162905878911	-0.572834173266095	-0.257032753699691	-0.110904579029459
lipid_44	-0.0412194566793317	0.159900422243712	-0.853798558239679	-0.242215337132018	0.217786712106459
lipid_45	-0.159165473811118	0.22232319622937	-0.17838092572386	-0.430603259024821	0.189382346452748
lipid_46	0.122053518623175	-0.195309894247262	-0.389172239084767	-0.364106943560368	-0.136571128941851
lipid_47	-0.22600269947115	-0.185662633655304	-0.482472044057401	-0.383282360865053	-0.171735277994856
lipid_48	-0.178788363715965	-0.16828150448538	-0.51519680013089	-0.396739277462135	-0.0718134374301502
lipid_49	-0.287140610094334	-0.127708029666783	-0.403576300843866	-0.36418277630209	-0.152000526859304
lipid_50	-0.273668142841086	-0.254711741694454	-0.388924751627351	-0.335714476483848	-0.149657853514629
lipid_51	-0.300260907845262	-0.0171128921760291	-0.374024593782542	-0.462449443827888	-0.226227354259628
lipid_52	-0.207004935483852	-0.0927700345185305	-0.384913743615748	-0.442518917128907	-0.19860647725555
lipid_53	0.192556398589805	-0.357274247199723	-0.506042510012376	-0.151358390647136	0.00223891634198812
lipid_54	-0.171813285665857	0.0235867075589113	-0.467425935149469	-0.466049143703289	-0.261923409946912
lipid_55	0.273246537948494	0.340045291797514	-0.392412172223753	0.0706317233173383	0.249130741115751
lipid_56	0.0713827443456992	0.162757502041287	-0.243608657877254	-0.437440433450235	0.0644980583819641
lipid_57	0.296264295732729	-0.0164816463426087	-0.191590259247323	-0.353814898576171	-0.124435958386668
lipid_58	0.728556076089221	-0.13309679111476	-0.175056196578582	0.273656741492282	-0.0150194374500348
lipid_59	0.0377394512617581	0.0405652441566767	-0.473036545145064	-0.37862066461504	-0.0913835694151755
lipid_60	0.424238039245623	0.183320764587319	-0.411287842112407	0.14055553052196	0.176762261972603
lipid_61	0.0825274434473733	-0.196511382797955	-0.310979824605142	-0.518103755247075	0.0819647287332352
lipid_62	0.453959865889954	-0.105306388831024	-0.262432482727856	-0.340156125196035	-0.110114437187193
lipid_63	-0.0220264246743869	0.178563240600369	-0.482403112682399	-0.222214513152314	-0.350731180123116
lipid_64	-0.288112317518253	-0.537658031236014	-0.204212358636695	-0.16457674556314	-0.396031511886751
lipid_65	-0.273851989894658	-0.136023399716918	-0.579395021101322	-0.368792591745899	-0.117990354114836
lipid_66	-0.158350539988198	-0.331264031863933	-0.31520532969387	-0.426549475639475	-0.22764608387975
lipid_67	-0.141815644791491	0.0532940252449704	-0.274208552046789	-0.244465865216438	-0.0820970388491855
lipid_68	-0.19777075625273	-0.0740189886349727	-0.459790004491753	-0.398291926669298	-0.0922410026434627
lipid_69	-0.341164073079476	-0.125889889366886	-0.44947614912234	-0.451694376061018	-0.384438667776883
lipid_70	-0.301139403142036	0.0468473554845728	-0.494509512136243	-0.271673111910036	-0.0515796137653128
lipid_71	-0.348343521044321	-0.142308329321268	-0.42229398564143	-0.337496522949365	-0.277976662974906
lipid_72	-0.271019370416421	0.149494534836756	-0.504604268269009	-0.213426122647371	-0.0835606626159195
lipid_73	-0.259195140845223	0.207730194054535	-0.248370148897297	-0.180874357775099	-0.198087829324375
lipid_74	0.195795644583882	0.22898242703033	-0.119574905027784	0.00916567375244982	0.172485456112215
lipid_75	-0.082245988700291	0.246414525813047	0.0164930512024598	-0.104125623560053	-0.017411535654646
lipid_76	-0.371997650286855	0.0789610535127667	0.0244569611282663	-0.26752585759379	-0.317247235233527
lipid_77	-0.174575406418096	0.25144778959548	-0.354649828046019	-0.192110544042272	-0.188729829953444
lipid_78	-0.109730627670211	0.220598220979717	-0.00185702603683424	-0.0844509978879303	-0.0767885597446491
lipid_79	0.523469284043852	0.409415619964975	-0.304050821495745	0.00255634051502959	0.256112348383897
lipid_80	0.290751464562808	0.174813363995604	-0.070357523586534	-0.00194467162517398	0.11547581998782
lipid_81	0.0618444880367667	0.0525894062824662	-0.00573044638327835	-0.0711082913309004	-0.112678844342631
lipid_82	-0.0377042779046909	0.114199576000673	-0.173938953088053	-0.0755778892816577	-0.0340632485781159
lipid_83	0.114763403792217	0.16066148837754	-0.0796134858923205	-0.289695372435252	-0.149922063599482
lipid_84	0.299433430628111	-0.0582954747580394	0.097548507805219	-0.249679997312997	-0.165544024679437
lipid_85	0.0256346659079626	0.227003824554633	-0.00636452942237323	-0.240534436114669	-0.157330771443794
lipid_86	-0.0119079976160258	0.332790622799925	-0.100966675917952	-0.233437904500441	-0.107246181016731
lipid_87	0.451535031408846	0.112634689470915	0.251730948257008	-0.361831747993227	-0.175955942824878
lipid_88	0.549818979404791	0.178985679209819	0.227171157136262	-0.30480345574893	-0.146628439294805
lipid_89	0.740910756024064	0.495837508297114	0.131157336008473	-0.223599037239932	-0.0789725750989533
lipid_90	0.158337978415836	0.714228211252636	-0.232471901075215	-0.226852672135891	-0.223654809844199
lipid_91	0.0532062976500819	0.237009374251149	-0.234351039140545	-0.232567540352487	-0.216162986350432
lipid_92	0.363813580360297	0.490306141489162	0.14768634974002	-0.359661062117549	-0.144352111594933
lipid_93	0.636839494031452	0.363029088836539	0.139481442464358	-0.263103082826516	-0.0469965540792022
lipid_94	0.392504284650605	0.357620243609306	-0.16849091984787	-0.208686351977113	-0.28372497159786
lipid_95	0.467080946515765	0.713720628010587	0.0647562960701502	-0.391476217596615	-0.17881024146909
lipid_96	0.654418489684398	0.422606691415663	-0.149240515618731	-0.0587144703327368	0.0181607515153225
lipid_97	0.00274233729606827	0.0436695196062781	-0.21346928788154	-0.294456405290998	-0.447212155201498
lipid_98	-0.0903248534815592	0.085659935707256	-0.0971600363389025	-0.158267189856231	-0.290020468225914
lipid_99	0.0695254506500912	0.0745809579695689	-0.0636631995194533	-0.272796715965706	-0.297176695463795
lipid_100	0.46572240630907	0.47966271641326	0.141469476683634	-0.402829949338047	-0.190919174039403
lipid_101	0.67895586532924	0.616444209937868	-0.0429332402276616	-0.37074985914413	-0.219376620994845
lipid_102	0.582348436740545	0.413999912365597	-0.0549202082317386	-0.318783223900057	-0.299102267343049
lipid_103	-0.252098672547541	-0.0212494790011393	-0.336579576682136	-0.0594607663223409	-0.298958035478316
lipid_104	-0.257117270757664	-0.0418501381449604	-0.304764714737743	-0.104833302205902	-0.308790190077497
lipid_105	0.217121043123599	0.767509305313852	-0.563284622826772	-0.256801321140344	-0.0729355018075382
lipid_106	-0.296121191238002	0.245365466636014	-0.381000183169626	-0.235741516032523	-0.037333125081483
lipid_107	-0.190056389998937	0.25923761864493	-0.387327046023326	-0.360278839788247	-0.141645302328684
lipid_108	-0.290070945898885	0.247421220443419	-0.658828548420612	-0.390818011720085	-0.139030296362741
lipid_109	-0.234631867938342	0.14609785455074	-0.315300957309685	-0.273286161529044	-0.0327719019487322
lipid_110	-0.307270850708815	0.226666069232603	-0.451054617356622	-0.310006272641299	-0.112839183139273
lipid_111	-0.350816182639249	0.475994189503862	-0.417907689636959	-0.288329909690452	-0.111372919786124
lipid_112	-0.279246733012798	0.329045041047459	-0.511959577842393	-0.167467451851082	0.0871444362210195
lipid_113	0.409321573399884	0.570503958348528	-0.340965223430669	-0.143723146697234	-0.146275507478562
lipid_114	-0.257220487403527	0.0781056136530726	-0.480946547087777	-0.33401673754295	0.137714087820724
lipid_115	-0.270769364243785	0.0550174096289808	-0.827865023624282	-0.202239979146413	-0.11962079676821
lipid_116	-0.249253372278991	0.399275065450127	-0.394488295364411	-0.25131832543554	-0.0988576762077827
lipid_117	0.23307347085645	0.530955797413678	-0.384919952990679	0.0349096582055465	0.165688069219275
lipid_118	-0.220756301207967	0.107374342277745	-0.460938284851812	-0.130520362544688	0.184735004417275
lipid_119	-0.163025785434026	0.0667000353916467	-0.616463865282716	-0.209376834033348	0.0417504123674242
lipid_120	-0.21556524184718	0.204998687872534	-0.460501199361867	-0.296738522087588	0.041081899523058
lipid_121	-0.394798922303555	0.583537371005715	-0.400931398242335	-0.206128623295637	0.000789112702653013
lipid_122	-0.214481626611043	0.19987049340816	-0.608901132671982	-0.157370154489355	0.192846839854482
lipid_123	-0.120385713403474	0.333653100814324	-0.271288035241554	-0.320169930422009	0.00803230528703573
lipid_124	-0.237229442487122	0.217893770796826	-0.507676524817232	-0.20147878469591	-0.0971075882197491
lipid_125	0.0721120840943569	0.533344948298533	-0.812236382946111	-0.177884495621058	-0.0576691901085851
lipid_126	0.228791784743467	0.583631541558019	-0.735528481106699	-0.122839973472412	-0.0681313440814546
lipid_127	0.214291283143648	0.442962348674498	-0.671809807324767	-0.155088473492796	-0.18145054043079
lipid_128	0.0508538646685987	0.672237881037742	-0.684599208345758	-0.184987663528803	-0.192216479526414
lipid_129	-0.425801488065849	-0.124146409182593	-0.716969506240961	-0.252712463244844	-0.043525622512332
lipid_130	-0.306100682752508	0.0649318513444972	-0.658411097492663	-0.125269162545571	0.0534815506952859
lipid_131	-0.248766977154273	-0.136299649540068	-0.520671413598126	-0.331582564219135	0.109951711578452
lipid_132	0.103070288213046	0.177629534414274	-0.736149867847671	-0.0865366632212477	0.0377843978625997
lipid_133	-0.289648439794324	-0.163206084274935	-0.345697271604249	-0.251498642453488	-0.293193439532287
lipid_134	-0.270503921708266	-0.307545288284264	-0.644225381077258	-0.311728229624762	-0.085024699061217
lipid_135	-0.347732785465087	-0.157430802429104	-0.383135588594201	-0.20462196337679	-0.280927490013542
lipid_136	-0.359424811242704	-0.135317508738728	-0.678830638195687	-0.426574141926986	-0.148427123819936
lipid_137	-0.290816899536221	0.0116856823738758	-0.612619284076002	-0.354913747512694	-0.106314248688494
lipid_138	0.549509700882861	0.134903209520833	-0.408103439290435	0.0375601258922414	-0.130294070686403
lipid_139	-0.512331640231288	0.313024335563355	-0.486757569614328	-0.432043921617975	-0.312803369474088
lipid_140	-0.291986642183765	-0.0285105994579355	-0.836985805312276	-0.408116777825352	-0.193809889877672
lipid_141	-0.221236058134621	-0.192856839337099	-0.739572715161095	-0.372488662587948	-0.227877713044428
lipid_142	-0.236110607624933	0.155002729067642	-0.366594875134175	-0.393356858418145	-0.192936886763545
lipid_143	0.382815471170588	0.414556890186621	-0.387008936137278	0.0248843064010979	0.219891064442414
lipid_144	-0.219551754709898	-0.00167158047391817	-0.49502766038569	-0.269814293509177	-0.0249262884536598
lipid_145	-0.121120548058511	0.313949064846309	-0.506655158945246	-0.347708406212491	-0.0181240957354216
lipid_146	0.0378484329881555	0.0413101275284062	-0.282388237743332	-0.453814894963012	-0.19398826341371
lipid_147	-0.451099123497197	-0.234732818810983	-0.629243664265329	-0.27216224778234	-0.0377608091027296
lipid_148	-0.349324935340213	-0.0245405503301301	-0.531654448402164	-0.232103981435382	-0.070437806115881
lipid_149	-0.300516839376466	-0.157984011571718	-0.477324891415066	-0.149764758489375	-0.0913552326796234
lipid_150	-0.209001459843853	-0.0132021866612208	-0.333401542586604	-0.295838801009822	-0.0760102567868219
lipid_151	-0.339728177572297	-0.163563008697966	-0.702967212567805	-0.267221865778858	-0.119596921906487
lipid_152	-0.48047548757314	-0.083935942298669	-0.66443339596945	-0.367468949098584	-0.352175015953119
lipid_153	-0.439802735827196	-0.0130362167764226	-0.681015500751996	-0.301813768833244	-0.143379730008174
lipid_154	-0.412308271342223	0.064853361046799	-0.669709352139192	-0.293953820156781	-0.101164029555698
lipid_155	0.483660286471288	0.183005914550969	-0.423381893833774	0.0583088475514517	-0.128629506323795
lipid_156	-0.111310098907268	0.213584978494934	-0.21289373061358	-0.118101249302031	-0.0868111537748911
lipid_157	-0.361413719607148	0.0459038887836069	-0.760496840130751	-0.341236522980862	-0.184460705751927
lipid_158	-0.372400723836146	-0.158012698958547	-0.75642052094528	-0.339179245319655	-0.207699194499337
lipid_159	-0.319272350434782	0.168892147566353	-0.431946092959138	-0.365731323239273	-0.210554840899151
lipid_160	0.244110941161701	0.500270251064325	-0.366480153700128	0.0273971990934208	0.202421151405026
lipid_161	-0.360266846706522	-0.14318812578743	-0.451196555463336	-0.284597188367324	-0.0343485800018319
lipid_162	-0.294117378262624	0.250297776081893	-0.534653944627231	-0.314375371569211	-0.0483565623156187
lipid_163	-0.11570265196795	0.0235715237474988	-0.350193463797391	-0.378258478525116	-0.129568440268029
lipid_164	-0.434564453321867	0.0318650174718796	-0.765518955764169	-0.496416112614339	-0.27799350067298
lipid_165	-0.456782894962953	0.483197346336388	-0.440920384036267	-0.325381625599822	-0.268759699243867
lipid_166	-0.409644707686667	0.538249182355837	-0.512374603687911	-0.358134708111026	-0.236333510954143
lipid_167	0.386079216297335	0.661016035477727	-0.311293320368369	-0.103473285759245	-0.246292110226505
lipid_168	-0.343874393014297	0.384842810247169	-0.810213406911764	-0.45498366483845	-0.207900640928198
lipid_169	-0.346106427902974	0.183558365388675	-0.753974371697737	-0.380243612554861	-0.299008233874672
lipid_170	-0.354648123415866	0.462818743324391	-0.434892750531523	-0.395317445467264	-0.267124111898788
lipid_171	0.293319180568637	0.506403884016201	-0.403526637547559	-0.0257228758360032	0.135722046485887
lipid_172	-0.145765362022695	0.637426380162357	-0.337885153713621	-0.360256598852008	-0.0765133345033253
lipid_173	-0.234609638931234	0.368049709415551	-0.511113700458595	-0.476347729679875	-0.326527613611507
lipid_174	-0.292813872709572	0.0521711199707901	-0.832967440512538	-0.397149395121958	-0.138875787806744
lipid_175	-0.499323239754725	-0.193386483755368	-0.657580735118751	-0.196393170217499	-0.122715480123717
lipid_176	0.299976020129794	0.517257130885012	-0.468871928878452	-0.132737375054714	-0.203593510428106
lipid_177	-0.418782283566458	0.757460763155077	-0.432683926670606	-0.256666077182143	-0.268000745921413
lipid_178	-0.126433710879262	0.477874076840244	-0.458604034561112	-0.306871084085847	-0.345286630632846
lipid_179	-0.352403646790317	-0.237256807140743	-0.843407963860452	-0.297840347336345	-0.331113225165314
lipid_180	-0.554326018380444	0.0365814204197447	-0.57607810221275	-0.391600886714396	-0.328697191024712
